formula,T(K),S(muV/K),¦Ò(S/cm),TC(W/mK),PF,ZT,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
CaYb0.1Mn0.9O3,400,-60.08,228.15,1.639,8.2e-05,0.020105,Ca1 Yb0.1 Mn0.9 O3,8.0,70.0,62.0,14.7,8.040000000000001,8.0,7.0,87.0,80.0,63.739999999999995,27.912,87.0,15.9994,173.054,157.0546,30.965168100000007,17.958921720000003,15.9994,54.8,1519.0,1464.2,551.1400000000001,595.608,54.8,2.0,16.0,14.0,11.32,5.616,16.0,2.0,6.0,4.0,2.84,1.008,2.0,66.0,187.0,121.0,103.55999999999999,45.072,66.0,1.0,3.44,2.44,2.5682,1.04616,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.9,1.476,0.0,0.0,14.0,14.0,0.28,0.5488000000000001,0.0,2.0,16.0,14.0,5.58,1.432,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.9,1.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.1,1.044,2.0,9.105,37.77,28.665000000000003,15.587165517242,9.61444717241352,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,5.58217241379e-05,9.1547627586156e-05,0.0,12.0,225.0,213.0,95.76,100.51200000000001,12.0
Zn4Sb3,300,122.13,433.1,0.77,0.000646,0.251704,Zn4 Sb3,30.0,51.0,21.0,39.0,10.285714285714286,30.0,69.0,85.0,16.0,75.85714285714286,7.836734693877552,69.0,65.38,121.76,56.38000000000001,89.54285714285713,27.614693877551023,65.38,692.68,903.78,211.10000000000002,783.1514285714285,103.39591836734694,692.68,12.0,15.0,3.0,13.285714285714286,1.469387755102041,12.0,4.0,5.0,1.0,4.428571428571429,0.489795918367347,4.0,122.0,139.0,17.0,129.28571428571428,8.326530612244897,122.0,1.65,2.05,0.3999999999999999,1.8214285714285714,0.19591836734693874,1.65,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2857142857142858,1.4693877551020407,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,3.0,13.285714285714286,1.469387755102041,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2857142857142858,1.4693877551020407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2857142857142858,1.4693877551020407,0.0,13.96,31.56,17.599999999999998,21.502857142857142,8.620408163265305,13.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,182.0,13.714285714285714,194.0
CeFe3.5Co0.5Sb13,400,107.0,1029.9,2.38,0.001179,0.198167,Ce1 Fe3.5 Co0.5 Sb13,26.0,58.0,32.0,45.861111111111114,8.771604938271603,51.0,15.0,85.0,70.0,74.52777777777777,15.126543209876546,85.0,55.845,140.116,84.27100000000002,108.21778319444445,23.105226141975308,121.76,903.78,1811.0,907.22,1113.48,307.62,903.78,3.0,15.0,12.0,12.805555555555555,3.169753086419753,15.0,4.0,6.0,2.0,4.833333333333333,0.37037037037037046,5.0,126.0,204.0,78.0,140.88888888888889,7.012345679012343,139.0,1.12,2.05,0.9299999999999997,1.950833333333333,0.14324074074074072,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.1666666666666665,1.203703703703704,3.0,1.0,10.0,9.0,8.63888888888889,1.9660493827160492,10.0,0.0,1.0,1.0,0.05555555555555555,0.10493827160493827,0.0,4.0,15.0,11.0,12.86111111111111,3.0895061728395063,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.1666666666666665,1.203703703703704,3.0,0.0,9.0,9.0,1.3611111111111112,1.9660493827160492,0.0,0.0,13.0,13.0,0.7222222222222222,1.3641975308641976,0.0,3.0,22.0,19.0,4.25,1.9722222222222223,3.0,10.245,37.24,26.995000000000005,27.233194444444443,7.361697530864196,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.4534197444444445,0.7053196024691358,0.0,166.0,229.0,63.0,180.58333333333334,21.06481481481482,166.0
Li0.0242Ni0.9758O,1000,79.49,258.11,2.55,0.000163,0.063969,Li0.0242 Ni0.9758 O1,3.0,28.0,25.0,17.6975,10.0531795,8.0,1.0,87.0,86.0,73.274,13.725999999999999,87.0,6.941,58.6934,51.752399999999994,36.72019596,21.441452502231996,15.9994,54.8,1728.0,1673.2,875.9808489999999,831.4002875458,54.8,1.0,16.0,15.0,12.8911,3.1089,16.0,2.0,4.0,2.0,2.9758,0.99941436,2.0,66.0,128.0,62.0,95.0484,29.0484,66.0,0.98,3.44,2.46,2.663747,0.7762530000000001,3.44,1.0,2.0,1.0,1.9879,0.02390718,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,8.0,8.0,3.9032,3.99765744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,7.8911,2.05786462,6.0,0.0,1.0,1.0,0.0121,0.02390718,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.9758,0.99941436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.9879,0.02390718,2.0,9.105,16.5933333333,7.488333333299998,9.78840733333293,0.6834073333329299,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.29049307413000003,0.29752300652394603,0.0,12.0,229.0,217.0,118.5484,106.5484,12.0
NbCo1.05Sn,300,-163.44,727.74,6.887,0.001944,0.084686,Nb1 Co1.05 Sn1,27.0,50.0,23.0,39.131147540983605,8.35259338887396,27.0,47.0,80.0,33.0,61.606557377049185,12.061273851115294,58.0,58.933195,118.71,59.776804999999996,89.67089663934426,21.163663423810803,58.933195,505.08,2750.0,2244.92,1675.8950819672132,767.7475947325989,1768.0,5.0,14.0,9.0,9.327868852459018,3.0636925557645798,9.0,4.0,5.0,1.0,4.655737704918033,0.4514915345337276,4.0,126.0,164.0,38.0,142.72131147540983,13.953238376780437,126.0,1.6,1.96,0.3599999999999999,1.8144262295081968,0.1406073636119322,1.88,1.0,2.0,1.0,1.6721311475409837,0.44074173609244827,2.0,0.0,2.0,2.0,0.6557377049180328,0.8814834721848966,0.0,4.0,10.0,6.0,7.000000000000001,1.9672131147540988,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,9.0,9.327868852459018,3.0636925557645798,9.0,0.0,1.0,1.0,0.3278688524590164,0.4407417360924483,0.0,0.0,4.0,4.0,1.3114754098360657,1.7629669443697933,0.0,0.0,6.0,6.0,3.0000000000000004,1.9672131147540985,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,4.639344262295082,1.5479709755442086,3.0,10.245,33.285,23.04,20.400737704918033,8.448696586938995,10.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.5330802491803279,0.6991216382692825,1.5484712,141.0,229.0,88.0,188.09836065573774,30.88417092179521,194.0
Cu1.98Se,400,64.2,1390.8,1.73,0.000573,0.132542,Cu1.98 Se1,29.0,34.0,5.0,30.67785234899329,2.2296292959776594,29.0,64.0,89.0,25.0,72.38926174496645,11.148146479888295,64.0,63.546,78.96,15.413999999999994,68.7184832214765,6.873501193639923,63.546,494.0,1357.77,863.77,1067.9142953020134,385.17737939732444,1357.77,11.0,16.0,5.0,12.677852348993289,2.229629295977659,11.0,4.0,4.0,0.0,4.0,0.0,4.0,120.0,132.0,12.0,127.97315436241611,5.351110310346379,132.0,1.9,2.55,0.6499999999999999,2.118120805369127,0.2898518084770955,1.9,1.0,2.0,1.0,1.3355704697986577,0.44592585919553174,1.0,0.0,4.0,4.0,1.342281879194631,1.783703436782127,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,5.0,12.677852348993289,2.229629295977659,11.0,0.0,1.0,1.0,0.6644295302013423,0.44592585919553174,1.0,0.0,2.0,2.0,0.6711409395973155,0.8918517183910635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.3355704697986577,0.44592585919553174,1.0,11.07,25.92,14.850000000000001,16.053221476510068,6.621999009053647,11.07,0.0,0.799,0.799,0.2681208053691275,0.3562947614972299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,154.19463087248323,94.0903562902572,225.0
Ca2.7Bi0.3Co4O9,300,135.4,96.62,2.0,0.000177,0.02657,Ca2.7 Bi0.3 Co4 O9,8.0,83.0,75.0,16.18125,9.20390625,8.0,7.0,87.0,80.0,66.23125,24.106171875,87.0,15.9994,208.9804,192.981,34.41450625,20.71699453125,15.9994,54.8,1768.0,1713.2,671.18875,698.191921875,54.8,2.0,16.0,14.0,11.86875,4.7650781250000005,16.0,2.0,6.0,4.0,2.9125,1.0265624999999998,2.0,66.0,176.0,110.0,101.1,39.4875,66.0,1.0,3.44,2.44,2.611625,0.931921875,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.30625,1.9314843750000001,4.0,0.0,10.0,10.0,1.9375,2.83359375,0.0,0.0,14.0,14.0,0.2625,0.51515625,0.0,2.0,29.0,27.0,6.50625,2.090390625,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.18125,0.9892968750000001,2.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.93125,0.651796875,2.0,9.105,37.77,28.665000000000003,14.674312500000003,8.480132812500003,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.3871178,0.5806767,0.0,12.0,225.0,213.0,93.44375,94.67835937500001,12.0
Zr0.35Hf0.35Ti0.3NiSn,400,-379.43,180.1,2.837,0.002593,0.365566,Zr0.35 Hf0.35 Ti0.3 Ni1 Sn1,22.0,72.0,50.0,41.26666666666667,12.993333333333334,28.0,43.0,80.0,37.0,61.68333333333334,12.211111111111114,61.0,47.867,178.49,130.62300000000002,95.38779999999998,34.93864666666666,58.6934,505.08,2506.0,2000.92,1479.0933333333332,649.3422222222222,505.08,4.0,14.0,10.0,9.333333333333334,3.5555555555555554,10.0,4.0,6.0,2.0,4.683333333333334,0.5922222222222221,4.0,124.0,175.0,51.0,144.5,17.333333333333332,124.0,1.3,1.96,0.6599999999999999,1.7508333333333332,0.24555555555555553,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,2.0,10.0,8.0,6.666666666666667,3.1111111111111107,8.0,0.0,14.0,14.0,1.633333333333333,2.8855555555555554,0.0,4.0,18.0,14.0,10.966666666666667,3.6633333333333327,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.666666666666667,2.2222222222222223,2.0,10.32,33.285,22.964999999999996,21.500083333333333,8.415405555555553,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19846715333333334,0.2646183644444445,0.0,141.0,225.0,84.0,186.66666666666666,30.444444444444446,141.0
Sm0.5Ca0.5MnO3,300,-32.57,104.68,1.9,1.1e-05,0.001753,Sm0.5 Ca0.5 Mn1 O3,8.0,62.0,54.0,18.0,12.0,8.0,7.0,87.0,80.0,65.6,25.68,87.0,15.9994,150.36,134.3606,39.631049000000004,28.3579788,15.9994,54.8,1519.0,1464.2,582.6800000000001,633.456,54.8,2.0,16.0,14.0,11.5,5.4,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,198.0,132.0,104.8,46.56,66.0,1.0,3.44,2.44,2.591,1.0188,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,6.0,6.0,0.6,1.08,0.0,2.0,8.0,6.0,6.0,0.8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,8.0,8.0,0.8,1.44,0.0,0.0,8.0,8.0,3.0,1.8,2.0,9.105,37.77,28.665000000000003,14.660517241380001,8.335793103448001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,89.7,93.24000000000001,12.0
La0.99Sr0.01CoO3,300,395.0,6.37,1.807,9.9e-05,0.016495,La0.99 Sr0.01 Co1 O3,8.0,57.0,49.0,21.562,16.274400000000004,8.0,8.0,87.0,79.0,66.39,24.732,87.0,15.9994,138.90547,122.90607000000001,49.06480206,39.678482472,15.9994,54.8,1768.0,1713.2,624.794,683.9928,54.8,2.0,16.0,14.0,11.998000000000001,4.8024000000000004,16.0,2.0,6.0,4.0,3.1979999999999995,1.4375999999999998,2.0,66.0,207.0,141.0,106.176,48.2112,66.0,0.95,3.44,2.49,2.6597,0.9363599999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,1.598,2.1608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.998,1.2031999999999998,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,2.382,2.867928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,3.582,2.145528,2.0,9.105,54.23,45.125,14.926165000000001,8.857864000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.30969424,0.49551078400000004,0.0,12.0,225.0,213.0,84.862,87.43440000000001,12.0
WO2.722,700,-27.03,4960.1,6.88,0.000362,0.036878,W1 O2.722,8.0,74.0,66.0,25.732401934443846,25.93637725177655,8.0,51.0,87.0,36.0,77.32778076303062,14.147114864605394,87.0,15.9994,183.84,167.8406,61.09359666845782,65.95722908734132,15.9994,54.8,3695.0,3640.2,1032.8225685115528,1430.5090980593482,54.8,6.0,16.0,10.0,13.313272434175175,3.929754129057052,16.0,2.0,6.0,4.0,3.07469102632993,1.5719016516228208,2.0,66.0,162.0,96.0,91.79258463191832,37.7256396389477,66.0,2.36,3.44,1.08,3.149833422890919,0.42441344593816166,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.9253089736700697,1.5719016516228212,4.0,0.0,4.0,4.0,1.07469102632993,1.5719016516228212,0.0,0.0,14.0,14.0,3.7614185921547554,5.501655780679874,0.0,6.0,20.0,14.0,9.761418592154756,5.501655780679874,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.4626544868350349,0.7859508258114106,2.0,0.0,6.0,6.0,1.6120365394948952,2.3578524774342315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.07469102632993,1.5719016516228208,2.0,9.105,16.05,6.945,10.97093229446534,2.729214242630123,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,70.3019881783987,85.27566460053804,12.0
In2O3,300,-156.08,73.97,9.67,0.00018,0.00559,In2 O3,8.0,49.0,41.0,24.4,19.68,8.0,75.0,87.0,12.0,82.2,5.76,87.0,15.9994,114.818,98.8186,55.52683999999999,47.432928,15.9994,54.8,429.75,374.95,204.78,179.97600000000003,54.8,13.0,16.0,3.0,14.8,1.44,16.0,2.0,5.0,3.0,3.2,1.44,2.0,66.0,142.0,76.0,96.4,36.480000000000004,66.0,1.78,3.44,1.66,2.7760000000000002,0.7968,3.44,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.8,1.44,4.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,8.8,3.3600000000000003,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.2,1.44,2.0,9.105,24.26,15.155000000000001,15.167000000000002,7.2744,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,139.0,127.0,62.8,60.959999999999994,12.0
Yb14MnSb11,700,117.24,288.75,0.816,0.000397,0.340484,Yb14 Mn1 Sb11,25.0,70.0,45.0,60.23076923076923,10.520710059171599,70.0,39.0,85.0,46.0,58.96153846153846,22.032544378698223,39.0,54.938045,173.054,118.115955,146.80977096153845,28.263015887573964,173.054,903.78,1519.0,615.22,1028.7915384615385,105.77899408284023,1092.0,3.0,15.0,12.0,8.23076923076923,5.727810650887573,3.0,4.0,6.0,2.0,5.5,0.5384615384615384,6.0,139.0,187.0,48.0,164.84615384615384,23.857988165680474,187.0,1.26,2.05,0.7899999999999998,1.6053846153846152,0.3762130177514792,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,10.0,10.0,4.423076923076923,4.763313609467455,0.0,0.0,14.0,14.0,7.538461538461538,6.958579881656804,14.0,7.0,16.0,9.0,15.23076923076923,0.8284023668639053,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,5.0,5.0,0.19230769230769232,0.3698224852071006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.4615384615384615,1.57396449704142,0.0,10.4875862069,34.12,23.6324137931,32.127984084880765,2.14524790858994,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,1.1927718832884614e-05,2.2937920832470412e-05,0.0,166.0,225.0,59.0,199.73076923076923,28.541420118343197,225.0
Ca0.9Nd0.1MnO3,1000,-130.04,46.9,2.382,7.9e-05,0.03329,Ca0.9 Nd0.1 Mn1 O3,8.0,60.0,52.0,14.6,7.919999999999999,8.0,7.0,87.0,80.0,64.24,27.312,87.0,15.9994,144.242,128.24259999999998,30.686129,17.624074800000002,15.9994,54.8,1519.0,1464.2,563.26,610.152,54.8,2.0,16.0,14.0,11.42,5.496,16.0,2.0,6.0,4.0,2.84,1.008,2.0,66.0,201.0,135.0,103.1,44.52,66.0,1.0,3.44,2.44,2.5768,1.0358399999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,4.0,4.0,0.08,0.1568,0.0,2.0,7.0,5.0,5.4799999999999995,1.2528000000000004,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,10.0,10.0,0.2,0.392,0.0,0.0,10.0,10.0,2.4,1.3439999999999999,2.0,9.105,37.77,28.665000000000003,15.055317241380001,8.967473103448,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,6.2024137931e-05,9.923862068959999e-05,0.0,12.0,225.0,213.0,94.97999999999999,99.576,12.0
Ag9TlTe5,700,311.0,37.88,0.2,0.000366,1.282286,Ag9 Tl1 Te5,47.0,81.0,34.0,50.93333333333333,4.719999999999999,47.0,65.0,90.0,25.0,74.06666666666666,10.879999999999999,65.0,107.8682,204.3833,96.51509999999999,120.87980666666667,15.613927999999996,107.8682,577.0,1234.93,657.9300000000001,1020.3113333333333,257.54240000000004,1234.93,11.0,16.0,5.0,12.8,2.1600000000000006,11.0,5.0,6.0,1.0,5.066666666666666,0.12444444444444423,5.0,138.0,145.0,7.0,142.66666666666666,3.1111111111111143,145.0,1.62,2.1,0.48,1.9660000000000002,0.08933333333333346,1.93,1.0,2.0,1.0,1.4,0.4799999999999999,1.0,0.0,4.0,4.0,1.4,1.7333333333333334,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,0.9333333333333333,1.7422222222222223,0.0,11.0,27.0,16.0,13.733333333333333,3.28,11.0,0.0,1.0,1.0,0.6,0.48000000000000004,1.0,0.0,5.0,5.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,1.6,0.7200000000000001,1.0,16.33,34.7633333333,18.4333333333,23.179777777766663,8.219733333319999,16.33,0.0,0.464,0.464,0.15466666666666667,0.20622222222222225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,198.6,31.680000000000003,225.0
Na0.02Pb0.98Te0.85Se0.15,700,209.05,622.75,1.268,0.002722,1.502554,Na0.02 Pb0.98 Te0.85 Se0.15,11.0,82.0,71.0,64.94,16.718799999999998,82.0,2.0,90.0,88.0,84.635,5.215,81.0,22.98976928,207.2,184.21023072,161.90989769279997,44.38430026105599,207.2,370.87,722.66,351.78999999999996,642.1881,68.40111499999998,600.61,1.0,16.0,15.0,14.869999999999997,1.13,14.0,3.0,6.0,3.0,5.395,0.5929,6.0,120.0,166.0,46.0,140.85,5.55,146.0,0.93,2.55,1.6199999999999997,2.23475,0.14063249999999997,2.33,1.0,2.0,1.0,1.9899999999999998,0.019800000000000227,2.0,0.0,4.0,4.0,2.9799999999999995,1.02,2.0,0.0,10.0,10.0,9.9,0.19799999999999965,10.0,0.0,14.0,14.0,6.859999999999999,6.997199999999999,14.0,1.0,28.0,27.0,21.729999999999997,6.1446,28.0,0.0,1.0,1.0,0.01,0.0198,0.0,0.0,4.0,4.0,2.96,1.0192,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.9699999999999998,1.0094,4.0,25.92,34.7633333333,8.843333333299995,30.784749999985497,3.3817958333173235,28.11,0.0,0.799,0.799,0.257125,0.257125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,178.19,46.89,225.0
CaYb0.15Mn0.85O3,300,-38.24,297.49,1.645,4.4e-05,0.007932,Ca1 Yb0.15 Mn0.85 O3,8.0,70.0,62.0,15.15,8.58,8.0,7.0,87.0,80.0,63.61,28.068,87.0,15.9994,173.054,157.0546,32.14632765,19.37631318,15.9994,54.8,1519.0,1464.2,546.87,590.484,54.8,2.0,16.0,14.0,11.28,5.664,16.0,2.0,6.0,4.0,2.8600000000000003,1.032,2.0,66.0,187.0,121.0,104.04,45.648,66.0,1.0,3.44,2.44,2.5652999999999997,1.0496400000000001,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,5.0,5.0,0.85,1.411,0.0,0.0,14.0,14.0,0.42000000000000004,0.8148,0.0,2.0,16.0,14.0,5.67,1.468,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,5.0,5.0,0.85,1.411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.05,1.003,2.0,9.105,37.77,28.665000000000003,15.823489655173,9.876394758620421,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,5.2720517241349995e-05,8.7516058620641e-05,0.0,12.0,225.0,213.0,95.84,100.60799999999999,12.0
